epoch,train_loss,train_accuracy,val_loss,val_accuracy,learning_rate
1,0.923484,0.652260,0.586686,0.774000,0.00100000
2,0.471085,0.822088,0.468027,0.819000,0.00050050
1,0.923484,0.652260,0.586686,0.774000,0.00100000
2,0.471085,0.822088,0.468027,0.819000,0.00050050
